JDK,Suite,GC,Test,Heap,Debit (%),Timp pauza (s),Timp total (s),Max Pause (s)
21,DaCapo,G1,xalan,2G,99.34,0.18,27,0.01489
21,DaCapo,G1,xalan,4G,99.19,0.22,27,0.02394
21,DaCapo,G1,xalan,8G,98.83,0.32,27,0.03353
21,DaCapo,Z,avrora,1G,100,0,63,0.00005
21,DaCapo,Z,avrora,2G,100,0,63,0.00005
21,DaCapo,Z,avrora,4G,100,0,64,0.00004
21,DaCapo,Z,avrora,8G,100,0,64,0.00005
21,DaCapo,Z,batik,1G,99.99,0,18,0.00005
21,DaCapo,Z,batik,2G,100,0,17,0.00005
21,DaCapo,Z,batik,4G,100,0,18,0.00005
21,DaCapo,Z,batik,8G,100,0,17,0.00005
21,DaCapo,Z,biojava,1G,99.82,0.14,77,0.04512
21,DaCapo,Z,biojava,2G,99.99,0,77,0.00005
21,DaCapo,Z,biojava,4G,100,0,75,0.00005
21,DaCapo,Z,biojava,8G,100,0,75,0.00007
21,DaCapo,Z,eclipse,1G,100,0,421,0.0003
21,DaCapo,Z,eclipse,2G,100,0,410,0.00005
21,DaCapo,Z,eclipse,4G,100,0,406,0.00006
21,DaCapo,Z,eclipse,8G,100,0,405,0.00006
21,DaCapo,Z,fop,1G,100,0,11,0.00004
21,DaCapo,Z,fop,2G,100,0,11,0.00007
21,DaCapo,Z,fop,4G,100,0,11,0.00006
21,DaCapo,Z,fop,8G,100,0,11,0.00006
21,DaCapo,Z,graphchi,1G,97.35,1.38,52,0.02356
21,DaCapo,Z,graphchi,2G,98.53,0.71,48,0.03073
21,DaCapo,Z,graphchi,4G,100,0,47,0.00009
21,DaCapo,Z,graphchi,8G,100,0,46,0.00009
21,DaCapo,Z,h2,1G,73.48,518.98,189,0.88982
21,DaCapo,Z,h2,2G,75.59,739.61,387,0.66599
21,DaCapo,Z,h2,4G,78.71,53.51,251,0.29446
21,DaCapo,Z,h2,8G,100,0,221,0.00005
21,DaCapo,Z,jme,1G,100,0,70,0.00004
21,DaCapo,Z,jme,2G,100,0,70,0.0002
21,DaCapo,Z,jme,4G,100,0,70,0.00004
21,DaCapo,Z,jme,8G,100,0,70,0.00004
21,DaCapo,Z,jyphon,1G,99.98,0.01,66,0.01046
21,DaCapo,Z,jyphon,2G,99.94,0.04,61,0.03542
21,DaCapo,Z,jyphon,4G,100,0,60,0.00006
21,DaCapo,Z,jyphon,8G,100,0,58,0.00008
21,DaCapo,Z,luindex,1G,100,0,53,0.00004
21,DaCapo,Z,luindex,2G,100,0,51,0.00005
21,DaCapo,Z,luindex,4G,100,0,51,0.00007
21,DaCapo,Z,luindex,8G,100,0,46,0.00004
21,DaCapo,Z,lusearch,1G,99.69,0.23,72,0.0223
21,DaCapo,Z,lusearch,2G,99.99,0.01,69,0.0007
21,DaCapo,Z,lusearch,4G,100,0,70,0.00009
21,DaCapo,Z,lusearch,8G,100,0,68,0.00011
21,DaCapo,Z,spring,1G,100,0.01,229,0.00027
21,DaCapo,Z,spring,2G,100,0.01,231,0.00011
21,DaCapo,Z,spring,4G,100,0,229,0.00011
21,DaCapo,Z,spring,8G,100,0,228,0.00012
21,DaCapo,Z,sunflow,1G,99.99,0.02,118,0.00181
21,DaCapo,Z,sunflow,2G,100,0,110,0.00005
21,DaCapo,Z,sunflow,4G,100,0,111,0.00006
21,DaCapo,Z,sunflow,8G,100,0,102,0.00005
21,DaCapo,Z,tomcat,1G,100,0.03,2459,0.00008
21,DaCapo,Z,tomcat,2G,100,0.01,2450,0.00034
21,DaCapo,Z,tomcat,4G,100,0.01,2449,0.00009
21,DaCapo,Z,tomcat,8G,100,0,2445,0.00009
21,DaCapo,Z,xalan,1G,99.99,0,27,0.00005
21,DaCapo,Z,xalan,2G,99.99,0,27,0.00005
21,DaCapo,Z,xalan,4G,100,0,26,0.00006
21,DaCapo,Z,xalan,8G,100,0,28,0.00005
21,DaCapo,Shenandoah,avrora,1G,99.99,0.01,65,0.00052
21,DaCapo,Shenandoah,avrora,2G,99.99,0.01,65,0.00077
21,DaCapo,Shenandoah,avrora,4G,99.99,0.01,65,0.00101
21,DaCapo,Shenandoah,avrora,8G,99.99,0.01,65,0.00051
21,DaCapo,Shenandoah,batik,1G,99.88,0.03,20,0.00064
21,DaCapo,Shenandoah,batik,2G,99.94,0.01,19,0.00064
21,DaCapo,Shenandoah,batik,4G,99.95,0.01,19,0.00052
21,DaCapo,Shenandoah,batik,8G,99.95,0.01,19,0.00055
21,DaCapo,Shenandoah,biojava,1G,99.87,0.12,90,0.00081
21,DaCapo,Shenandoah,biojava,2G,99.92,0.06,74,0.00053
21,DaCapo,Shenandoah,biojava,4G,99.95,0.04,77,0.00053
21,DaCapo,Shenandoah,biojava,8G,99.96,0.03,80,0.0005
21,DaCapo,Shenandoah,eclipse,1G,99.98,0.08,412,0.00085
21,DaCapo,Shenandoah,eclipse,2G,99.99,0.05,406,0.00075
21,DaCapo,Shenandoah,eclipse,4G,99.99,0.03,405,0.00068
21,DaCapo,Shenandoah,eclipse,8G,99.99,0.03,416,0.00049
21,DaCapo,Shenandoah,fop,1G,99.9,0.01,13,0.00046
21,DaCapo,Shenandoah,fop,2G,99.94,0.01,12,0.00042
21,DaCapo,Shenandoah,fop,4G,99.94,0.01,13,0.00059
21,DaCapo,Shenandoah,fop,8G,99.94,0.01,12,0.00042
21,DaCapo,Shenandoah,graphchi,1G,99.81,0.14,72,0.01292
21,DaCapo,Shenandoah,graphchi,2G,99.91,0.05,60,0.00255
21,DaCapo,Shenandoah,graphchi,4G,99.94,0.04,55,0.00054
21,DaCapo,Shenandoah,graphchi,8G,99.95,0.02,51,0.00049
21,DaCapo,Shenandoah,h2,1G,99.22,9.95,1273,0.66146
21,DaCapo,Shenandoah,h2,2G,99.93,0.35,496,0.00292
21,DaCapo,Shenandoah,h2,4G,99.96,0.13,302,0.00239
21,DaCapo,Shenandoah,h2,8G,99.97,0.06,227,0.00066
21,DaCapo,Shenandoah,jme,1G,99.96,0.03,70,0.01151
21,DaCapo,Shenandoah,jme,2G,99.97,0.02,70,0.00079
21,DaCapo,Shenandoah,jme,4G,99.97,0.02,70,0.00075
21,DaCapo,Shenandoah,jme,8G,99.97,0.02,70,0.00071
21,DaCapo,Shenandoah,jyphon,1G,99.92,0.05,66,0.00064
21,DaCapo,Shenandoah,jyphon,2G,99.93,0.04,64,0.0005
21,DaCapo,Shenandoah,jyphon,4G,99.96,0.03,63,0.00059
21,DaCapo,Shenandoah,jyphon,8G,99.97,0.02,63,0.00059
21,DaCapo,Shenandoah,luindex,1G,99.92,0.05,56,0.0006
21,DaCapo,Shenandoah,luindex,2G,99.94,0.03,53,0.00067
21,DaCapo,Shenandoah,luindex,4G,99.96,0.02,55,0.00052
21,DaCapo,Shenandoah,luindex,8G,99.97,0.02,56,0.00074
21,DaCapo,Shenandoah,lusearch,1G,99.88,0.21,175,0.00166
21,DaCapo,Shenandoah,lusearch,2G,99.87,0.1,74,0.00266
21,DaCapo,Shenandoah,lusearch,4G,99.93,0.05,71,0.00048
21,DaCapo,Shenandoah,lusearch,8G,99.95,0.04,73,0.00049
21,DaCapo,Shenandoah,spring,1G,99.95,0.13,238,0.00077
21,DaCapo,Shenandoah,spring,2G,99.97,0.08,234,0.00083
21,DaCapo,Shenandoah,spring,4G,99.98,0.05,230,0.00067
21,DaCapo,Shenandoah,spring,8G,99.98,0.04,229,0.00055
21,DaCapo,Shenandoah,sunflow,1G,99.84,0.15,98,0.00256
21,DaCapo,Shenandoah,sunflow,2G,99.93,0.07,106,0.00063
21,DaCapo,Shenandoah,sunflow,4G,99.96,0.04,103,0.00043
21,DaCapo,Shenandoah,sunflow,8G,99.97,0.03,111,0.00059
21,DaCapo,Shenandoah,tomcat,1G,100,0.08,2439,0.00271
21,DaCapo,Shenandoah,tomcat,2G,100,0.06,2430,0.00073
21,DaCapo,Shenandoah,tomcat,4G,100,0.04,2362,0.0007
21,DaCapo,Shenandoah,tomcat,8G,100,0.02,2378,0.00047
21,DaCapo,Shenandoah,xalan,1G,99.89,0.03,30,0.00059
21,DaCapo,Shenandoah,xalan,2G,99.92,0.02,30,0.00062
21,DaCapo,Shenandoah,xalan,4G,99.93,0.02,29,0.00052
21,DaCapo,Shenandoah,xalan,8G,99.96,0.01,29,0.00044
17,DaCapo,Serial,avrora,1G,99.72,0.18,63,0.01987
17,DaCapo,Serial,avrora,2G,99.72,0.18,63,0.01996
17,DaCapo,Serial,avrora,4G,99.72,0.18,63,0.01998
17,DaCapo,Serial,avrora,8G,99.72,0.18,62,0.02005
17,DaCapo,Serial,batik,1G,74.94,5.42,21,0.31543
17,DaCapo,Serial,batik,2G,85.92,2.59,18,0.29401
17,DaCapo,Serial,batik,4G,85.96,2.6,18,0.30055
17,DaCapo,Serial,batik,8G,85.91,2.62,18,0.3017
17,DaCapo,Serial,biojava,1G,96.78,2.21,68,0.04068
17,DaCapo,Serial,biojava,2G,96.95,2.08,68,0.07886
17,DaCapo,Serial,biojava,4G,96.67,2.51,75,0.11576
17,DaCapo,Serial,biojava,8G,95.44,3.46,75,0.11968
17,DaCapo,Serial,eclipse,1G,98.08,7.7,401,0.10982
17,DaCapo,Serial,eclipse,2G,98.93,4.24,395,0.17485
17,DaCapo,Serial,eclipse,4G,99,4.11,409,0.2474
17,DaCapo,Serial,eclipse,8G,99.34,2.62,394,0.3341
17,DaCapo,Serial,fop,1G,95.56,0.51,11,0.04575
17,DaCapo,Serial,fop,2G,92.41,0.87,11,0.09595
17,DaCapo,Serial,fop,4G,92.46,0.86,11,0.09396
17,DaCapo,Serial,fop,8G,92.39,0.86,11,0.09511
17,DaCapo,Serial,graphchi,1G,92.56,3.52,47,0.06772
17,DaCapo,Serial,graphchi,2G,93.65,2.98,46,0.07276
17,DaCapo,Serial,graphchi,4G,95.39,2.22,48,0.15074
17,DaCapo,Serial,graphchi,8G,96.02,1.9,47,0.24861
17,DaCapo,Serial,h2,1G,59.98,87.17,217,1.19835
17,DaCapo,Serial,h2,2G,77.06,37.88,165,0.74845
17,DaCapo,Serial,h2,4G,79.87,32.78,162,0.81205
17,DaCapo,Serial,h2,8G,83.11,25.89,153,0.90197
17,DaCapo,Serial,jme,1G,99.62,0.26,70,0.02825
17,DaCapo,Serial,jme,2G,99.62,0.26,70,0.02899
17,DaCapo,Serial,jme,4G,99.62,0.27,70,0.02843
17,DaCapo,Serial,jme,8G,99.62,0.26,70,0.02877
17,DaCapo,Serial,jyphon,1G,96.81,1.86,58,0.06645
17,DaCapo,Serial,jyphon,2G,96.09,2.25,57,0.17052
17,DaCapo,Serial,jyphon,4G,96.26,2.21,58,0.17043
17,DaCapo,Serial,jyphon,8G,93.89,3.53,57,0.34481
17,DaCapo,Serial,luindex,1G,99.28,0.37,51,0.02075
17,DaCapo,Serial,luindex,2G,99.18,0.4,49,0.03483
17,DaCapo,Serial,luindex,4G,99.11,0.43,48,0.04859
17,DaCapo,Serial,luindex,8G,98.87,0.53,46,0.0663
17,DaCapo,Serial,lusearch,1G,98.62,0.93,67,0.0332
17,DaCapo,Serial,lusearch,2G,99.06,0.65,68,0.03844
17,DaCapo,Serial,lusearch,4G,98.47,1.09,71,0.11792
17,DaCapo,Serial,lusearch,8G,96.92,2.25,72,0.28028
17,DaCapo,Serial,spring,1G,98.96,2.44,233,0.12408
17,DaCapo,Serial,spring,2G,98.98,2.36,230,0.1837
17,DaCapo,Serial,spring,4G,98.87,2.58,227,0.2225
17,DaCapo,Serial,spring,8G,98.78,2.78,228,0.31022
17,DaCapo,Serial,sunflow,1G,98.64,1.64,120,0.03309
17,DaCapo,Serial,sunflow,2G,99.15,1.02,120,0.03905
17,DaCapo,Serial,sunflow,4G,98.75,1.17,94,0.09887
17,DaCapo,Serial,sunflow,8G,98.98,1.05,102,0.11865
17,DaCapo,Serial,tomcat,1G,99.94,1.54,2445,0.05506
17,DaCapo,Serial,tomcat,2G,99.95,1.24,2448,0.09615
17,DaCapo,Serial,tomcat,4G,99.96,1,2443,0.13277
17,DaCapo,Serial,tomcat,8G,99.94,1.41,2391,0.15111
17,DaCapo,Serial,xalan,1G,98.21,0.47,26,0.03252
17,DaCapo,Serial,xalan,2G,97.92,0.56,27,0.05493
17,DaCapo,Serial,xalan,4G,97.96,0.55,27,0.06327
17,DaCapo,Serial,xalan,8G,98.04,0.54,27,0.06997
17,DaCapo,Parallel,avrora,1G,99.88,0.12,100,0.01268
17,DaCapo,Parallel,avrora,2G,99.89,0.11,99,0.01353
17,DaCapo,Parallel,avrora,4G,99.87,0.08,63,0.0094
17,DaCapo,Parallel,avrora,8G,99.87,0.08,63,0.00875
17,DaCapo,Parallel,batik,1G,89.07,1.96,17,0.10844
17,DaCapo,Parallel,batik,2G,91.09,1.52,17,0.1113
17,DaCapo,Parallel,batik,4G,91.1,1.51,16,0.12866
17,DaCapo,Parallel,batik,8G,91.55,1.43,16,0.11608
17,DaCapo,Parallel,biojava,1G,98.88,0.76,68,0.06868
17,DaCapo,Parallel,biojava,2G,99.01,0.67,67,0.05177
17,DaCapo,Parallel,biojava,4G,99.17,0.61,73,0.05021
17,DaCapo,Parallel,biojava,8G,99.26,0.54,72,0.03709
17,DaCapo,Parallel,eclipse,1G,99.43,2.29,399,0.04472
17,DaCapo,Parallel,eclipse,2G,99.65,1.38,392,0.04456
17,DaCapo,Parallel,eclipse,4G,99.73,1.1,403,0.04913
17,DaCapo,Parallel,eclipse,8G,99.81,0.76,393,0.0512
17,DaCapo,Parallel,fop,1G,97.64,0.27,11,0.02336
17,DaCapo,Parallel,fop,2G,96.98,0.32,10,0.03036
17,DaCapo,Parallel,fop,4G,97,0.32,10,0.03324
17,DaCapo,Parallel,fop,8G,97,0.32,10,0.03381
17,DaCapo,Parallel,graphchi,1G,95.47,2.08,45,0.02867
17,DaCapo,Parallel,graphchi,2G,96.08,1.78,45,0.02673
17,DaCapo,Parallel,graphchi,4G,97.95,0.94,46,0.02845
17,DaCapo,Parallel,graphchi,8G,98.56,0.69,48,0.02705
17,DaCapo,Parallel,h2,1G,81.23,29.22,155,0.61226
17,DaCapo,Parallel,h2,2G,92.3,10.53,136,0.64583
17,DaCapo,Parallel,h2,4G,93.25,9.23,136,0.68247
17,DaCapo,Parallel,h2,8G,92.96,9.59,136,0.66201
17,DaCapo,Parallel,jme,1G,99.72,0.2,70,0.01039
17,DaCapo,Parallel,jme,2G,99.71,0.21,70,0.01101
17,DaCapo,Parallel,jme,4G,99.68,0.22,70,0.01243
17,DaCapo,Parallel,jme,8G,99.69,0.22,70,0.01171
17,DaCapo,Parallel,jyphon,1G,98.65,0.76,56,0.04006
17,DaCapo,Parallel,jyphon,2G,98.64,0.76,56,0.05253
17,DaCapo,Parallel,jyphon,4G,98.65,0.74,54,0.05562
17,DaCapo,Parallel,jyphon,8G,98.66,0.74,55,0.05276
17,DaCapo,Parallel,luindex,1G,99.47,0.27,50,0.00998
17,DaCapo,Parallel,luindex,2G,99.63,0.17,47,0.0095
17,DaCapo,Parallel,luindex,4G,99.72,0.13,47,0.01076
17,DaCapo,Parallel,luindex,8G,99.78,0.1,45,0.01092
17,DaCapo,Parallel,lusearch,1G,99.4,0.42,69,0.01417
17,DaCapo,Parallel,lusearch,2G,99.61,0.28,71,0.01705
17,DaCapo,Parallel,lusearch,4G,99.7,0.21,70,0.01577
17,DaCapo,Parallel,lusearch,8G,99.76,0.17,70,0.01558
17,DaCapo,Parallel,spring,1G,99.57,0.98,230,0.08042
17,DaCapo,Parallel,spring,2G,99.64,0.83,229,0.07875
17,DaCapo,Parallel,spring,4G,99.66,0.78,231,0.08244
17,DaCapo,Parallel,spring,8G,99.67,0.76,226,0.07816
17,DaCapo,Parallel,sunflow,1G,99.51,0.55,110,0.00807
17,DaCapo,Parallel,sunflow,2G,99.7,0.31,102,0.00797
17,DaCapo,Parallel,sunflow,4G,99.79,0.21,103,0.00916
17,DaCapo,Parallel,sunflow,8G,99.86,0.15,111,0.00915
17,DaCapo,Parallel,tomcat,1G,99.97,0.76,2438,0.04127
17,DaCapo,Parallel,tomcat,2G,99.97,0.74,2459,0.04114
17,DaCapo,Parallel,tomcat,4G,99.97,0.67,2451,0.04188
17,DaCapo,Parallel,tomcat,8G,99.97,0.63,2465,0.05018
17,DaCapo,Parallel,xalan,1G,99.36,0.17,26,0.01186
17,DaCapo,Parallel,xalan,2G,99.49,0.14,26,0.01201
17,DaCapo,Parallel,xalan,4G,99.56,0.12,27,0.01153
17,DaCapo,Parallel,xalan,8G,99.59,0.11,27,0.01249
17,DaCapo,G1,avrora,1G,99.88,0.08,63,0.00867
17,DaCapo,G1,avrora,2G,99.84,0.1,63,0.01101
17,DaCapo,G1,avrora,4G,99.77,0.15,63,0.0166
17,DaCapo,G1,avrora,8G,99.62,0.24,63,0.02598
17,DaCapo,G1,batik,1G,89.56,1.89,18,0.20557
17,DaCapo,G1,batik,2G,88.18,2.15,18,0.20396
17,DaCapo,G1,batik,4G,88.07,2.19,18,0.18733
17,DaCapo,G1,batik,8G,89,1.98,18,0.22156
17,DaCapo,G1,biojava,1G,98.75,0.88,69,0.02432
17,DaCapo,G1,biojava,2G,98.89,0.76,68,0.02752
17,DaCapo,G1,biojava,4G,98.77,0.89,72,0.02548
17,DaCapo,G1,biojava,8G,99.13,0.63,71,0.05165
17,DaCapo,G1,eclipse,1G,99.5,2.06,415,0.10189
17,DaCapo,G1,eclipse,2G,99.59,1.7,412,0.06964
17,DaCapo,G1,eclipse,4G,99.65,1.4,405,0.14217
17,DaCapo,G1,eclipse,8G,99.61,1.55,400,0.15252
17,DaCapo,G1,fop,1G,97.55,0.29,11,0.03455
17,DaCapo,G1,fop,2G,97.27,0.31,11,0.03485
17,DaCapo,G1,fop,4G,96.94,0.36,11,0.03999
17,DaCapo,G1,fop,8G,96.17,0.45,11,0.04927
17,DaCapo,G1,graphchi,1G,96.22,1.87,49,0.01692
17,DaCapo,G1,graphchi,2G,96.23,1.85,49,0.02339
17,DaCapo,G1,graphchi,4G,99.12,0.42,47,0.01981
17,DaCapo,G1,graphchi,8G,99.09,0.43,47,0.03039
17,DaCapo,G1,h2,1G,91.85,13.62,167,0.21624
17,DaCapo,G1,h2,2G,92.65,10.62,144,0.20587
17,DaCapo,G1,h2,4G,94.64,8.08,150,0.23181
17,DaCapo,G1,h2,8G,96.08,5.74,146,0.24958
17,DaCapo,G1,jme,1G,99.73,0.19,70,0.01027
17,DaCapo,G1,jme,2G,99.65,0.25,70,0.01756
17,DaCapo,G1,jme,4G,99.52,0.34,70,0.02058
17,DaCapo,G1,jme,8G,99.26,0.52,70,0.03195
17,DaCapo,G1,jyphon,1G,98.8,0.74,61,0.05644
17,DaCapo,G1,jyphon,2G,98.79,0.73,60,0.06
17,DaCapo,G1,jyphon,4G,98.74,0.76,59,0.05946
17,DaCapo,G1,jyphon,8G,98.3,0.98,57,0.10816
17,DaCapo,G1,luindex,1G,99.68,0.17,51,0.01369
17,DaCapo,G1,luindex,2G,99.68,0.16,51,0.01432
17,DaCapo,G1,luindex,4G,99.59,0.2,48,0.01981
17,DaCapo,G1,luindex,8G,99.39,0.29,47,0.02881
17,DaCapo,G1,lusearch,1G,99.3,0.49,70,0.01248
17,DaCapo,G1,lusearch,2G,99.44,0.39,70,0.01562
17,DaCapo,G1,lusearch,4G,99.51,0.35,70,0.03095
17,DaCapo,G1,lusearch,8G,99.4,0.42,69,0.05221
17,DaCapo,G1,spring,1G,99.62,0.86,228,0.05316
17,DaCapo,G1,spring,2G,99.66,0.76,225,0.05624
17,DaCapo,G1,spring,4G,99.68,0.72,223,0.05753
17,DaCapo,G1,spring,8G,99.63,0.8,215,0.08535
17,DaCapo,G1,sunflow,1G,99.36,0.55,85,0.00826
17,DaCapo,G1,sunflow,2G,99.46,0.4,73,0.01202
17,DaCapo,G1,sunflow,4G,99.6,0.32,81,0.01783
17,DaCapo,G1,sunflow,8G,99.54,0.37,81,0.031
17,DaCapo,G1,tomcat,1G,99.97,0.84,2431,0.03719
17,DaCapo,G1,tomcat,2G,99.97,0.68,2416,0.04065
17,DaCapo,G1,tomcat,4G,99.97,0.64,2434,0.04719
17,DaCapo,G1,tomcat,8G,99.97,0.72,2433,0.06265
17,DaCapo,G1,xalan,1G,99.3,0.19,27,0.01197
17,DaCapo,G1,xalan,2G,99.32,0.19,27,0.01613
17,DaCapo,G1,xalan,4G,99.2,0.22,27,0.02194
17,DaCapo,G1,xalan,8G,98.84,0.32,27,0.03415
17,DaCapo,Z,avrora,1G,100,0,63,0.00006
17,DaCapo,Z,avrora,2G,100,0,63,0.00007
17,DaCapo,Z,avrora,4G,100,0,64,0.00005
17,DaCapo,Z,avrora,8G,100,0,63,0.00006
17,DaCapo,Z,batik,1G,99.99,0,18,0.00005
17,DaCapo,Z,batik,2G,100,0,17,0.00004
17,DaCapo,Z,batik,4G,100,0,17,0.00004
17,DaCapo,Z,batik,8G,100,0,17,0.00005
17,DaCapo,Z,biojava,1G,99.91,0.07,75,0.0306
17,DaCapo,Z,biojava,2G,99.99,0,75,0.00006
17,DaCapo,Z,biojava,4G,100,0,74,0.00006
17,DaCapo,Z,biojava,8G,100,0,75,0.00012
17,DaCapo,Z,eclipse,1G,100,0,409,0.00011
17,DaCapo,Z,eclipse,2G,100,0,410,0.00007
17,DaCapo,Z,eclipse,4G,100,0,416,0.00005
17,DaCapo,Z,eclipse,8G,100,0,396,0.00007
17,DaCapo,Z,fop,1G,100,0,11,0.00004
17,DaCapo,Z,fop,2G,100,0,11,0.00009
17,DaCapo,Z,fop,4G,100,0,11,0.0001
17,DaCapo,Z,fop,8G,100,0,11,0.00006
17,DaCapo,Z,graphchi,1G,96.91,1.61,52,0.0271
17,DaCapo,Z,graphchi,2G,98.42,0.77,48,0.03674
17,DaCapo,Z,graphchi,4G,100,0,47,0.00009
17,DaCapo,Z,graphchi,8G,100,0,47,0.00012
17,DaCapo,Z,h2,1G,65.38,541.35,202,0.8937
17,DaCapo,Z,h2,2G,68.71,721.07,388,0.68114
17,DaCapo,Z,h2,4G,75.98,59.87,249,0.36635
17,DaCapo,Z,h2,8G,100,0,221,0.00005
17,DaCapo,Z,jme,1G,100,0,70,0.00004
17,DaCapo,Z,jme,2G,100,0,70,0.00006
17,DaCapo,Z,jme,4G,100,0,70,0.00005
17,DaCapo,Z,jme,8G,100,0,70,0.00005
17,DaCapo,Z,jyphon,1G,99.91,0.05,61,0.04037
17,DaCapo,Z,jyphon,2G,99.92,0.05,60,0.03124
17,DaCapo,Z,jyphon,4G,100,0,60,0.00009
17,DaCapo,Z,jyphon,8G,100,0,58,0.00006
17,DaCapo,Z,luindex,1G,100,0,53,0.00005
17,DaCapo,Z,luindex,2G,100,0,53,0.00006
17,DaCapo,Z,luindex,4G,100,0,52,0.00005
17,DaCapo,Z,luindex,8G,100,0,47,0.00005
17,DaCapo,Z,lusearch,1G,99.95,0.04,72,0.00096
17,DaCapo,Z,lusearch,2G,99.99,0.01,71,0.00011
17,DaCapo,Z,lusearch,4G,100,0,69,0.00011
17,DaCapo,Z,lusearch,8G,100,0,69,0.00009
17,DaCapo,Z,spring,1G,100,0.01,228,0.00026
17,DaCapo,Z,spring,2G,100,0.01,230,0.00011
17,DaCapo,Z,spring,4G,100,0,229,0.00012
17,DaCapo,Z,spring,8G,100,0,227,0.00011
17,DaCapo,Z,sunflow,1G,99.99,0.01,113,0.00037
17,DaCapo,Z,sunflow,2G,100,0,111,0.00006
17,DaCapo,Z,sunflow,4G,100,0,116,0.00006
17,DaCapo,Z,sunflow,8G,100,0,97,0.00005
17,DaCapo,Z,tomcat,1G,100,0.03,2447,0.00011
17,DaCapo,Z,tomcat,2G,100,0.01,2451,0.00016
17,DaCapo,Z,tomcat,4G,100,0.01,2445,0.00008
17,DaCapo,Z,tomcat,8G,100,0,2397,0.00022
17,DaCapo,Z,xalan,1G,99.99,0,27,0.00005
17,DaCapo,Z,xalan,2G,99.99,0,27,0.00006
17,DaCapo,Z,xalan,4G,100,0,27,0.00005
17,DaCapo,Z,xalan,8G,100,0,27,0.00005
17,DaCapo,Shenandoah,avrora,1G,99.99,0.01,65,0.00055
17,DaCapo,Shenandoah,avrora,2G,99.99,0.01,65,0.0007
17,DaCapo,Shenandoah,avrora,4G,99.99,0.01,64,0.00063
17,DaCapo,Shenandoah,avrora,8G,99.99,0.01,65,0.00074
17,DaCapo,Shenandoah,batik,1G,99.86,0.03,20,0.00065
17,DaCapo,Shenandoah,batik,2G,99.95,0.01,19,0.00056
17,DaCapo,Shenandoah,batik,4G,99.95,0.01,19,0.0006
17,DaCapo,Shenandoah,batik,8G,99.95,0.01,19,0.00059
17,DaCapo,Shenandoah,biojava,1G,99.86,0.13,88,0.0007
17,DaCapo,Shenandoah,biojava,2G,99.92,0.06,76,0.00058
17,DaCapo,Shenandoah,biojava,4G,99.95,0.04,79,0.00051
17,DaCapo,Shenandoah,biojava,8G,99.96,0.03,79,0.00047
17,DaCapo,Shenandoah,eclipse,1G,99.98,0.08,413,0.00089
17,DaCapo,Shenandoah,eclipse,2G,99.99,0.05,409,0.00077
17,DaCapo,Shenandoah,eclipse,4G,99.99,0.04,406,0.00062
17,DaCapo,Shenandoah,eclipse,8G,99.99,0.03,419,0.00058
17,DaCapo,Shenandoah,fop,1G,99.9,0.01,14,0.00049
17,DaCapo,Shenandoah,fop,2G,99.94,0.01,12,0.00047
17,DaCapo,Shenandoah,fop,4G,99.94,0.01,12,0.00042
17,DaCapo,Shenandoah,fop,8G,99.94,0.01,12,0.00037
17,DaCapo,Shenandoah,graphchi,1G,99.83,0.13,75,0.01336
17,DaCapo,Shenandoah,graphchi,2G,99.91,0.06,62,0.00281
17,DaCapo,Shenandoah,graphchi,4G,99.93,0.04,54,0.00058
17,DaCapo,Shenandoah,graphchi,8G,99.95,0.03,52,0.00258
17,DaCapo,Shenandoah,h2,1G,99.77,3.01,1289,0.72528
17,DaCapo,Shenandoah,h2,2G,99.93,0.34,497,0.00091
17,DaCapo,Shenandoah,h2,4G,99.95,0.14,301,0.00243
17,DaCapo,Shenandoah,h2,8G,99.97,0.07,225,0.00255
17,DaCapo,Shenandoah,jme,1G,99.97,0.02,70,0.00073
17,DaCapo,Shenandoah,jme,2G,99.97,0.02,70,0.00091
17,DaCapo,Shenandoah,jme,4G,99.97,0.02,70,0.00069
17,DaCapo,Shenandoah,jme,8G,99.97,0.02,70,0.00087
17,DaCapo,Shenandoah,jyphon,1G,99.92,0.06,67,0.00066
17,DaCapo,Shenandoah,jyphon,2G,99.93,0.05,65,0.00249
17,DaCapo,Shenandoah,jyphon,4G,99.96,0.03,63,0.00058
17,DaCapo,Shenandoah,jyphon,8G,99.97,0.02,62,0.0005
17,DaCapo,Shenandoah,luindex,1G,99.92,0.04,55,0.00058
17,DaCapo,Shenandoah,luindex,2G,99.93,0.04,53,0.00057
17,DaCapo,Shenandoah,luindex,4G,99.96,0.02,57,0.00048
17,DaCapo,Shenandoah,luindex,8G,99.97,0.02,58,0.00056
17,DaCapo,Shenandoah,lusearch,1G,99.88,0.2,162,0.00111
17,DaCapo,Shenandoah,lusearch,2G,99.88,0.09,76,0.0005
17,DaCapo,Shenandoah,lusearch,4G,99.93,0.05,72,0.00052
17,DaCapo,Shenandoah,lusearch,8G,99.94,0.04,72,0.00266
17,DaCapo,Shenandoah,spring,1G,99.95,0.13,240,0.00089
17,DaCapo,Shenandoah,spring,2G,99.97,0.08,233,0.00063
17,DaCapo,Shenandoah,spring,4G,99.98,0.05,230,0.00078
17,DaCapo,Shenandoah,spring,8G,99.98,0.04,231,0.00063
17,DaCapo,Shenandoah,sunflow,1G,99.83,0.16,94,0.00251
17,DaCapo,Shenandoah,sunflow,2G,99.94,0.07,121,0.00246
