JDK,Suite,GC,Test,Heap,Debit (%),Timp pauza (s),Timp total (s),Max Pause (s)
21,Renaissance,Shenandoah,als,2G,99.94,0.42,711,0.00078
21,Renaissance,Shenandoah,als,4G,99.95,0.36,711,0.00093
21,Renaissance,Shenandoah,als,8G,99.96,0.28,718,0.00127
21,Renaissance,Shenandoah,chi-square,1G,99.72,0.47,169,0.00064
21,Renaissance,Shenandoah,chi-square,2G,99.76,0.29,120,0.00061
21,Renaissance,Shenandoah,chi-square,4G,99.81,0.19,102,0.00051
21,Renaissance,Shenandoah,chi-square,8G,99.87,0.13,99,0.00059
21,Renaissance,Shenandoah,dec-tree,1G,99.74,0.36,142,0.00121
21,Renaissance,Shenandoah,dec-tree,2G,99.78,0.3,135,0.00057
21,Renaissance,Shenandoah,dec-tree,4G,99.88,0.16,130,0.00063
21,Renaissance,Shenandoah,dec-tree,8G,99.92,0.1,123,0.00333
21,Renaissance,Shenandoah,dotty,1G,99.96,0.08,210,0.00059
21,Renaissance,Shenandoah,dotty,2G,99.96,0.09,213,0.00057
21,Renaissance,Shenandoah,dotty,4G,99.96,0.09,212,0.00068
21,Renaissance,Shenandoah,dotty,8G,99.96,0.09,213,0.00056
21,Renaissance,Shenandoah,finagle-chirper,1G,99.85,0.39,255,0.00241
21,Renaissance,Shenandoah,finagle-chirper,2G,99.88,0.3,254,0.00064
21,Renaissance,Shenandoah,finagle-chirper,4G,99.93,0.22,291,0.00254
21,Renaissance,Shenandoah,finagle-chirper,8G,99.94,0.14,241,0.00058
21,Renaissance,Shenandoah,finagle-http,1G,99.9,0.36,375,0.00238
21,Renaissance,Shenandoah,finagle-http,2G,99.94,0.23,374,0.00252
21,Renaissance,Shenandoah,finagle-http,4G,99.96,0.16,381,0.00058
21,Renaissance,Shenandoah,finagle-http,8G,99.97,0.12,427,0.00061
21,Renaissance,Shenandoah,fj-kmeans,1G,99.78,1.23,554,0.00272
21,Renaissance,Shenandoah,fj-kmeans,2G,99.86,0.48,332,0.00087
21,Renaissance,Shenandoah,fj-kmeans,4G,99.91,0.28,297,0.00059
21,Renaissance,Shenandoah,fj-kmeans,8G,99.93,0.2,288,0.00059
21,Renaissance,Shenandoah,future-genetics,1G,99.85,0.22,146,0.00047
21,Renaissance,Shenandoah,future-genetics,2G,99.88,0.18,146,0.00249
21,Renaissance,Shenandoah,future-genetics,4G,99.94,0.09,143,0.00045
21,Renaissance,Shenandoah,future-genetics,8G,99.97,0.05,146,0.0005
21,Renaissance,Shenandoah,gauss-mix,1G,99.79,0.39,186,0.00072
21,Renaissance,Shenandoah,gauss-mix,2G,99.73,0.24,88,0.00077
21,Renaissance,Shenandoah,gauss-mix,4G,99.92,0.16,188,0.00058
21,Renaissance,Shenandoah,gauss-mix,8G,99.88,0.1,90,0.00076
21,Renaissance,Shenandoah,log-regression,1G,98.17,5.15,281,0.07548
21,Renaissance,Shenandoah,log-regression,2G,99.82,0.4,223,0.00282
21,Renaissance,Shenandoah,log-regression,4G,99.84,0.33,210,0.00491
21,Renaissance,Shenandoah,log-regression,8G,99.9,0.2,191,0.00064
21,Renaissance,Shenandoah,mnemonics,1G,99.87,0.82,628,0.00281
21,Renaissance,Shenandoah,mnemonics,2G,99.87,0.42,318,0.00053
21,Renaissance,Shenandoah,mnemonics,4G,99.91,0.28,317,0.0006
21,Renaissance,Shenandoah,mnemonics,8G,99.93,0.22,336,0.00289
21,Renaissance,Shenandoah,movie-lens,1G,99.95,1.96,3891,0.01927
21,Renaissance,Shenandoah,movie-lens,2G,99.97,1.29,3840,0.02271
21,Renaissance,Shenandoah,movie-lens,4G,99.98,0.65,3844,0.0007
21,Renaissance,Shenandoah,movie-lens,8G,99.99,0.45,3839,0.0008
21,Renaissance,Shenandoah,na?ve-bayes,1G,93.48,116.22,1782,0.10707
21,Renaissance,Shenandoah,na?ve-bayes,2G,98.22,15.9,895,0.20779
21,Renaissance,Shenandoah,na?ve-bayes,4G,97.88,5.62,265,0.08813
21,Renaissance,Shenandoah,na?ve-bayes,8G,99.84,0.33,211,0.00273
21,Renaissance,Shenandoah,neo4j-analytics,1G,92.63,2,27,0.37486
21,Renaissance,Shenandoah,neo4j-analytics,2G,99.41,1.29,218,0.54812
21,Renaissance,Shenandoah,neo4j-analytics,4G,99.89,0.22,201,0.00057
21,Renaissance,Shenandoah,neo4j-analytics,8G,99.93,0.14,201,0.00052
21,Renaissance,Shenandoah,page-rank,1G,99.89,1.62,1432,0.00558
21,Renaissance,Shenandoah,page-rank,2G,99.73,2.19,825,0.36412
21,Renaissance,Shenandoah,page-rank,4G,99.93,0.42,573,0.00074
21,Renaissance,Shenandoah,page-rank,8G,99.95,0.29,608,0.0009
21,Renaissance,Shenandoah,par-mnemonics,1G,99.85,0.79,514,0.00262
21,Renaissance,Shenandoah,par-mnemonics,2G,99.87,0.45,355,0.00051
21,Renaissance,Shenandoah,par-mnemonics,4G,99.91,0.26,281,0.00303
21,Renaissance,Shenandoah,par-mnemonics,8G,99.93,0.23,340,0.00058
21,Renaissance,Shenandoah,philosophers,1G,99.89,0.22,200,0.00073
21,Renaissance,Shenandoah,philosophers,2G,99.91,0.19,199,0.00073
21,Renaissance,Shenandoah,philosophers,4G,99.94,0.13,209,0.00234
21,Renaissance,Shenandoah,philosophers,8G,99.95,0.11,221,0.0007
21,Renaissance,Shenandoah,reactors,1G,99.68,4.68,1478,0.40644
21,Renaissance,Shenandoah,reactors,2G,99.92,0.67,808,0.00261
21,Renaissance,Shenandoah,reactors,4G,99.96,0.28,752,0.00239
21,Renaissance,Shenandoah,reactors,8G,99.97,0.23,773,0.0025
21,Renaissance,Shenandoah,rx-scrabble,1G,99.72,0.07,23,0.00056
21,Renaissance,Shenandoah,rx-scrabble,2G,99.65,0.06,18,0.00069
21,Renaissance,Shenandoah,rx-scrabble,4G,99.57,0.09,19,0.00057
21,Renaissance,Shenandoah,rx-scrabble,8G,99.59,0.08,19,0.003
21,Renaissance,Shenandoah,scala-doku,1G,99.97,0.07,210,0.00052
21,Renaissance,Shenandoah,scala-doku,2G,99.97,0.07,208,0.00053
21,Renaissance,Shenandoah,scala-doku,4G,99.97,0.07,214,0.00064
21,Renaissance,Shenandoah,scala-doku,8G,99.96,0.08,215,0.00052
21,Renaissance,Shenandoah,scala-kmeans,1G,99.66,0.06,18,0.00059
21,Renaissance,Shenandoah,scala-kmeans,2G,99.65,0.07,19,0.00048
21,Renaissance,Shenandoah,scala-kmeans,4G,99.67,0.06,19,0.00064
21,Renaissance,Shenandoah,scala-kmeans,8G,99.57,0.09,20,0.00053
21,Renaissance,Shenandoah,scala-stm-bench7,8G,99.82,0.24,134,0.00277
21,Renaissance,Shenandoah,scala-stm-bench7,2G,99.9,0.14,143,0.00063
21,Renaissance,Shenandoah,scala-stm-bench7,4G,99.95,0.05,99,0.00044
21,Renaissance,Shenandoah,scala-stm-bench7,8G,99.95,0.05,95,0.00052
21,Renaissance,Shenandoah,scrabble,1G,99.76,0.41,168,0.00286
21,Renaissance,Shenandoah,scrabble,2G,99.83,0.23,136,0.00089
21,Renaissance,Shenandoah,scrabble,4G,99.85,0.16,108,0.00256
21,Renaissance,Shenandoah,scrabble,8G,99.82,0.06,33,0.00073
17,Renaissance,Serial,akka-uct,1G,39.88,1152.31,1916,0.8278
17,Renaissance,Serial,akka-uct,2G,46.88,991.89,1867,0.73773
17,Renaissance,Serial,akka-uct,4G,55.22,763.43,1704,0.84958
17,Renaissance,Serial,akka-uct,8G,66.38,496.47,1476,1.02664
17,Renaissance,Serial,als,1G,96.52,23.43,672,0.14938
17,Renaissance,Serial,als,2G,96.7,21.95,664,0.16556
17,Renaissance,Serial,als,4G,96.53,23.21,669,0.20561
17,Renaissance,Serial,als,8G,97.82,14.52,664,0.25506
17,Renaissance,Serial,chi-square,1G,80.35,20.41,103,0.2126
17,Renaissance,Serial,chi-square,2G,78.26,19.5,89,0.23531
17,Renaissance,Serial,chi-square,4G,79.03,19.22,91,0.35795
17,Renaissance,Serial,chi-square,8G,53.28,45.78,97,0.56382
17,Renaissance,Serial,db-shootout,1G,94.49,37.04,672,0.11592
17,Renaissance,Serial,db-shootout,2G,95.89,27.31,664,0.12834
17,Renaissance,Serial,db-shootout,4G,96.94,19.57,638,0.15655
17,Renaissance,Serial,db-shootout,8G,96.88,19.56,627,0.23799
17,Renaissance,Serial,dec-tree,1G,84.5,16.75,108,0.15591
17,Renaissance,Serial,dec-tree,2G,81.8,20.12,110,0.21474
17,Renaissance,Serial,dec-tree,4G,84.11,19.77,124,0.22144
17,Renaissance,Serial,dec-tree,8G,72.19,34.96,125,0.38003
17,Renaissance,Serial,dotty,1G,94.99,10.85,216,0.11925
17,Renaissance,Serial,dotty,2G,94.92,10.97,216,0.12199
17,Renaissance,Serial,dotty,4G,94.96,10.97,217,0.12223
17,Renaissance,Serial,dotty,8G,94.94,10.88,214,0.12226
17,Renaissance,Serial,finagle-chirper,1G,94,14.32,238,0.11092
17,Renaissance,Serial,finagle-chirper,2G,93.71,15.05,239,0.15646
17,Renaissance,Serial,finagle-chirper,4G,91.42,20.5,239,0.2491
17,Renaissance,Serial,finagle-chirper,8G,86.78,34.78,263,0.44207
17,Renaissance,Serial,finagle-http,1G,98.09,6.45,338,0.07316
17,Renaissance,Serial,finagle-http,2G,98.48,5.28,347,0.08261
17,Renaissance,Serial,finagle-http,4G,96.15,13.96,362,0.19918
17,Renaissance,Serial,finagle-http,8G,96.21,13.64,359,0.22616
17,Renaissance,Serial,fj-kmeans,1G,94.03,15.48,259,0.14294
17,Renaissance,Serial,fj-kmeans,2G,94.52,14.17,258,0.14259
17,Renaissance,Serial,fj-kmeans,4G,93.85,16.08,261,0.16816
17,Renaissance,Serial,fj-kmeans,8G,93.97,15.62,259,0.17399
17,Renaissance,Serial,future-genetics,1G,95.89,6.06,147,0.05634
17,Renaissance,Serial,future-genetics,2G,93,10.5,149,0.10639
17,Renaissance,Serial,future-genetics,4G,93.47,10.33,158,0.12552
17,Renaissance,Serial,future-genetics,8G,83.04,29.75,175,0.3376
17,Renaissance,Serial,gauss-mix,1G,87.56,9.04,72,0.08793
17,Renaissance,Serial,gauss-mix,2G,88.19,8.47,71,0.08932
17,Renaissance,Serial,gauss-mix,4G,89.45,7.92,75,0.09396
17,Renaissance,Serial,gauss-mix,8G,78.69,19.22,90,0.2004
17,Renaissance,Serial,log-regression,1G,89.57,18.47,176,0.13919
17,Renaissance,Serial,log-regression,2G,89.53,17.79,169,0.16934
17,Renaissance,Serial,log-regression,4G,90.67,16.66,178,0.24896
17,Renaissance,Serial,log-regression,8G,90.62,15.5,165,0.46848
17,Renaissance,Serial,mnemonics,1G,90.59,26.93,286,0.0445
17,Renaissance,Serial,mnemonics,2G,93.75,18.12,290,0.04483
17,Renaissance,Serial,mnemonics,4G,95.86,13.13,317,0.04539
17,Renaissance,Serial,mnemonics,8G,96.73,10.03,306,0.04781
17,Renaissance,Serial,movie-lens,1G,98.86,42.6,3749,0.11383
17,Renaissance,Serial,movie-lens,2G,99.13,32.39,3742,0.1427
17,Renaissance,Serial,movie-lens,4G,99.38,23.41,3783,0.19685
17,Renaissance,Serial,movie-lens,8G,99.25,28.26,3748,0.2152
17,Renaissance,Serial,na?ve-bayes,1G,63.66,408.08,1122,0.30628
17,Renaissance,Serial,na?ve-bayes,2G,90.57,47.02,498,0.62457
17,Renaissance,Serial,na?ve-bayes,4G,88.17,19.19,162,0.25811
17,Renaissance,Serial,na?ve-bayes,8G,79.41,36.81,178,0.45499
17,Renaissance,Serial,neo4j-analytics,1G,56.67,5.43,12,0.94395
17,Renaissance,Serial,neo4j-analytics,2G,81.63,36.32,197,1.33217
17,Renaissance,Serial,neo4j-analytics,4G,86.16,25.75,186,1.17702
17,Renaissance,Serial,neo4j-analytics,8G,86.94,23.78,182,1.19337
17,Renaissance,Serial,page-rank,1G,62.53,290.81,776,0.4432
17,Renaissance,Serial,page-rank,2G,61.09,241.75,621,0.44926
17,Renaissance,Serial,page-rank,4G,73.98,135.5,520,0.49719
17,Renaissance,Serial,page-rank,8G,85.71,66.72,466,0.46501
17,Renaissance,Serial,par-mnemonics,1G,91.53,27.79,327,0.09836
17,Renaissance,Serial,par-mnemonics,2G,94.03,18.07,302,0.03286
17,Renaissance,Serial,par-mnemonics,4G,93.99,19.53,324,0.10897
17,Renaissance,Serial,par-mnemonics,8G,88.84,32.77,293,0.30639
17,Renaissance,Serial,philosophers,1G,96.02,8.7,218,0.0549
17,Renaissance,Serial,philosophers,2G,96.32,7.39,200,0.09443
17,Renaissance,Serial,philosophers,4G,93.84,11.65,189,0.1202
17,Renaissance,Serial,philosophers,8G,88.06,25,209,0.28267
17,Renaissance,Serial,reactors,1G,70.15,322.97,1081,0.70221
17,Renaissance,Serial,reactors,2G,75.2,264.24,1065,0.81967
17,Renaissance,Serial,reactors,4G,80.77,175.23,911,1.11181
17,Renaissance,Serial,reactors,8G,90.22,80.37,821,0.69982
17,Renaissance,Serial,rx-scrabble,1G,57.66,7.03,16,0.10378
17,Renaissance,Serial,rx-scrabble,2G,47.92,9.47,18,0.20696
17,Renaissance,Serial,rx-scrabble,4G,49.57,9.41,18,0.20627
17,Renaissance,Serial,rx-scrabble,8G,49.31,9.48,18,0.20478
17,Renaissance,Serial,scala-doku,1G,92.69,17.75,242,0.06347
17,Renaissance,Serial,scala-doku,2G,91.28,21.6,247,0.13163
17,Renaissance,Serial,scala-doku,4G,92.62,18.68,253,0.13931
17,Renaissance,Serial,scala-doku,8G,93.93,15.21,250,0.14239
17,Renaissance,Serial,scala-kmeans,1G,79.16,4.38,21,0.05255
17,Renaissance,Serial,scala-kmeans,2G,79.41,4.31,20,0.05303
17,Renaissance,Serial,scala-kmeans,4G,79.95,4.36,21,0.05147
17,Renaissance,Serial,scala-kmeans,8G,79.94,4.3,21,0.05035
17,Renaissance,Serial,scala-stm-bench7,1G,56.12,61.26,139,0.29389
17,Renaissance,Serial,scala-stm-bench7,2G,59.48,54.61,134,0.50717
17,Renaissance,Serial,scala-stm-bench7,4G,88.31,11.41,97,0.13976
17,Renaissance,Serial,scala-stm-bench7,8G,88.55,11.41,99,0.14026
17,Renaissance,Serial,scrabble,1G,52.46,29.4,61,0.18791
17,Renaissance,Serial,scrabble,2G,55.16,27.2,60,0.29959
17,Renaissance,Serial,scrabble,4G,51.39,29.12,59,0.29824
17,Renaissance,Serial,scrabble,8G,43.65,36.67,65,0.40643
17,Renaissance,Parallel,akka-uct,1G,68.05,326.9,1023,0.3133
17,Renaissance,Parallel,akka-uct,2G,79.64,197.29,969,0.16513
17,Renaissance,Parallel,akka-uct,4G,84.59,154.79,1004,0.17447
17,Renaissance,Parallel,akka-uct,8G,91.14,88.06,993,0.16385
17,Renaissance,Parallel,als,1G,98.26,13.37,767,0.08504
17,Renaissance,Parallel,als,2G,98.64,10.35,763,0.08572
17,Renaissance,Parallel,als,4G,98.76,9.1,735,0.07787
17,Renaissance,Parallel,als,8G,98.85,7.43,647,0.06883
17,Renaissance,Parallel,chi-square,1G,87.78,9.26,75,0.15825
17,Renaissance,Parallel,chi-square,2G,86.96,9.14,70,0.15473
17,Renaissance,Parallel,chi-square,4G,88.31,8.58,73,0.15038
17,Renaissance,Parallel,chi-square,8G,87.47,8.3,66,0.15594
17,Renaissance,Parallel,db-shootout,1G,97.52,15.56,627,0.03995
17,Renaissance,Parallel,db-shootout,2G,98.46,9.59,621,0.05993
17,Renaissance,Parallel,db-shootout,4G,98.91,6.71,617,0.05016
17,Renaissance,Parallel,db-shootout,8G,99.2,5.09,639,0.0465
17,Renaissance,Parallel,dec-tree,1G,90.57,9.23,97,0.09688
17,Renaissance,Parallel,dec-tree,2G,90.92,8.72,95,0.0941
17,Renaissance,Parallel,dec-tree,4G,91.32,8.57,98,0.09084
17,Renaissance,Parallel,dec-tree,8G,91.58,8.28,98,0.09419
17,Renaissance,Parallel,dotty,1G,97.1,6.16,211,0.067
17,Renaissance,Parallel,dotty,2G,97.07,6.23,212,0.06624
17,Renaissance,Parallel,dotty,4G,97.06,6.27,213,0.06621
17,Renaissance,Parallel,dotty,8G,97.09,6.2,213,0.06501
17,Renaissance,Parallel,finagle-chirper,1G,97.85,4.84,225,0.0462
17,Renaissance,Parallel,finagle-chirper,2G,98.02,4.56,231,0.05189
17,Renaissance,Parallel,finagle-chirper,4G,98.19,4.15,229,0.04334
17,Renaissance,Parallel,finagle-chirper,8G,98.26,3.79,217,0.06367
17,Renaissance,Parallel,finagle-http,1G,99.09,3.06,337,0.0319
17,Renaissance,Parallel,finagle-http,2G,99.15,2.81,330,0.03163
17,Renaissance,Parallel,finagle-http,4G,99.21,2.75,346,0.03398
17,Renaissance,Parallel,finagle-http,8G,99.22,2.62,337,0.03975
17,Renaissance,Parallel,fj-kmeans,1G,96.68,9.95,299,0.11862
17,Renaissance,Parallel,fj-kmeans,2G,96.93,8.64,281,0.10479
17,Renaissance,Parallel,fj-kmeans,4G,96.96,8.67,284,0.11956
17,Renaissance,Parallel,fj-kmeans,8G,97.15,8.09,283,0.12893
17,Renaissance,Parallel,future-genetics,1G,99.23,1.1,143,0.02292
17,Renaissance,Parallel,future-genetics,2G,99.29,1.01,141,0.01143
17,Renaissance,Parallel,future-genetics,4G,99.34,0.97,147,0.01296
17,Renaissance,Parallel,future-genetics,8G,99.39,0.92,149,0.0174
17,Renaissance,Parallel,gauss-mix,1G,94.42,3.79,67,0.03649
17,Renaissance,Parallel,gauss-mix,2G,94.81,3.55,68,0.03753
17,Renaissance,Parallel,gauss-mix,4G,94.99,3.53,70,0.03644
17,Renaissance,Parallel,gauss-mix,8G,95,3.47,69,0.03711
17,Renaissance,Parallel,log-regression,1G,94.04,9.84,165,0.08033
17,Renaissance,Parallel,log-regression,2G,94.45,9.16,165,0.0788
17,Renaissance,Parallel,log-regression,4G,94.9,8.39,164,0.0784
17,Renaissance,Parallel,log-regression,8G,95.22,7.83,163,0.08621
17,Renaissance,Parallel,mnemonics,1G,96.25,10.95,291,0.03323
17,Renaissance,Parallel,mnemonics,2G,96.88,9.26,296,0.03051
17,Renaissance,Parallel,mnemonics,4G,98.07,6.03,311,0.0286
17,Renaissance,Parallel,mnemonics,8G,98.62,4.03,291,0.02714
17,Renaissance,Parallel,movie-lens,1G,99.58,15.57,3750,0.07525
17,Renaissance,Parallel,movie-lens,2G,99.69,11.66,3741,0.07613
17,Renaissance,Parallel,movie-lens,4G,99.74,9.57,3753,0.06697
17,Renaissance,Parallel,movie-lens,8G,99.79,7.92,3730,0.06269
17,Renaissance,Parallel,na?ve-bayes,1G,75.48,212.13,864,0.19788
17,Renaissance,Parallel,na?ve-bayes,2G,93.13,33.06,481,0.23804
17,Renaissance,Parallel,na?ve-bayes,4G,89.87,16.74,165,0.2528
17,Renaissance,Parallel,na?ve-bayes,8G,90.49,17.78,186,0.29887
17,Renaissance,Parallel,neo4j-analytics,1G,37.89,11.55,18,0.27123
17,Renaissance,Parallel,neo4j-analytics,2G,92.31,12.61,164,0.47245
17,Renaissance,Parallel,neo4j-analytics,4G,94.95,8.36,165,0.51731
17,Renaissance,Parallel,neo4j-analytics,8G,95.96,6.41,158,0.40072
17,Renaissance,Parallel,page-rank,1G,77.2,126.52,554,1.79191
17,Renaissance,Parallel,page-rank,2G,83.5,74.64,452,1.33494
17,Renaissance,Parallel,page-rank,4G,91.95,34.89,433,0.17118
17,Renaissance,Parallel,page-rank,8G,96.46,14.47,408,0.12706
17,Renaissance,Parallel,par-mnemonics,1G,96.27,11.92,319,0.03163
17,Renaissance,Parallel,par-mnemonics,2G,96.39,8.36,231,0.02868
17,Renaissance,Parallel,par-mnemonics,4G,98.07,6.31,327,0.02932
17,Renaissance,Parallel,par-mnemonics,8G,98.14,4.22,226,0.03026
17,Renaissance,Parallel,philosophers,1G,98.88,2.12,188,0.01195
17,Renaissance,Parallel,philosophers,2G,98.99,1.87,185,0.01285
17,Renaissance,Parallel,philosophers,4G,99.03,1.78,183,0.01364
17,Renaissance,Parallel,philosophers,8G,99.11,1.71,191,0.01299
17,Renaissance,Parallel,reactors,1G,85.03,132.86,887,0.23749
17,Renaissance,Parallel,reactors,2G,89.89,83.84,829,0.21376
17,Renaissance,Parallel,reactors,4G,92.96,57.73,820,0.26425
17,Renaissance,Parallel,reactors,8G,98.65,10.51,776,0.2166
17,Renaissance,Parallel,rx-scrabble,1G,70.69,3.83,13,0.05956
17,Renaissance,Parallel,rx-scrabble,2G,69.21,3.77,12,0.06428
17,Renaissance,Parallel,rx-scrabble,4G,70.03,3.92,13,0.06464
17,Renaissance,Parallel,rx-scrabble,8G,69.97,3.87,12,0.06351
17,Renaissance,Parallel,scala-doku,1G,97.05,6.82,231,0.0226
17,Renaissance,Parallel,scala-doku,2G,97.21,6.41,229,0.01973
17,Renaissance,Parallel,scala-doku,4G,98.55,3.47,238,0.01803
17,Renaissance,Parallel,scala-doku,8G,99.53,1.11,237,0.01483
17,Renaissance,Parallel,scala-kmeans,1G,93.39,1.21,18,0.01691
17,Renaissance,Parallel,scala-kmeans,2G,93.31,1.22,18,0.01739
17,Renaissance,Parallel,scala-kmeans,4G,93.22,1.27,18,0.01791
17,Renaissance,Parallel,scala-kmeans,8G,93.26,1.28,18,0.01792
17,Renaissance,Parallel,scala-stm-bench7,1G,75.04,24.73,99,0.11209
17,Renaissance,Parallel,scala-stm-bench7,2G,79.59,19.59,95,0.13386
17,Renaissance,Parallel,scala-stm-bench7,4G,98.89,0.99,88,0.01468
17,Renaissance,Parallel,scala-stm-bench7,8G,98.79,1.05,86,0.01328
17,Renaissance,Parallel,scrabble,1G,75.22,9.5,38,0.10686
17,Renaissance,Parallel,scrabble,2G,74.76,9.58,37,0.10582
17,Renaissance,Parallel,scrabble,4G,78.49,7.69,35,0.10705
17,Renaissance,Parallel,scrabble,8G,81.67,6.49,35,0.1259
17,Renaissance,G1,akka-uct,1G,75.97,247.29,1028,0.22906
17,Renaissance,G1,akka-uct,2G,83.01,173.68,1022,0.27328
17,Renaissance,G1,akka-uct,4G,91.16,89.63,1014,0.35235
17,Renaissance,G1,akka-uct,8G,94.62,53.74,998,0.35028
17,Renaissance,G1,als,1G,98.62,9.21,669,0.05945
17,Renaissance,G1,als,2G,98.92,7.14,661,0.06539
17,Renaissance,G1,als,4G,98.88,7.49,667,0.06833
17,Renaissance,G1,als,8G,98.83,7.74,663,0.09726
17,Renaissance,G1,chi-square,1G,92.42,5.42,71,0.05254
17,Renaissance,G1,chi-square,2G,91.69,5.4,64,0.05922
17,Renaissance,G1,chi-square,4G,90.52,5.82,61,0.06153
17,Renaissance,G1,chi-square,8G,90.56,6.6,69,0.0736
17,Renaissance,G2,db-shootout,1G,98.2,11.86,658,0.04988
17,Renaissance,G3,db-shootout,2G,98.75,8,639,0.04249
17,Renaissance,G4,db-shootout,4G,99.01,6.32,641,0.05238
17,Renaissance,G5,db-shootout,8G,98.86,7.16,626,0.08109
17,Renaissance,G1,dec-tree,1G,91.99,7.6,94,0.07876
17,Renaissance,G1,dec-tree,2G,92.26,7.48,96,0.08232
17,Renaissance,G1,dec-tree,4G,92.16,7.62,97,0.09541
17,Renaissance,G1,dec-tree,8G,90.8,8.67,94,0.1049
17,Renaissance,G1,dotty,1G,97.3,5.97,220,0.06563
17,Renaissance,G1,dotty,2G,97.16,6.18,217,0.06715
17,Renaissance,G1,dotty,4G,96.97,6.71,221,0.07592
17,Renaissance,G1,dotty,8G,96.54,7.55,218,0.08176
17,Renaissance,G1,finagle-chirper,1G,98.16,4.56,247,0.03781
17,Renaissance,G1,finagle-chirper,2G,98.32,4.23,251,0.05128
17,Renaissance,G1,finagle-chirper,4G,98.25,4.43,252,0.04773
17,Renaissance,G1,finagle-chirper,8G,97.84,5.35,247,0.07835
17,Renaissance,G1,finagle-http,1G,99.21,2.89,364,0.02755
17,Renaissance,G1,finagle-http,2G,99.22,2.9,370,0.03349
17,Renaissance,G1,finagle-http,4G,99.13,3.2,366,0.03647
17,Renaissance,G1,finagle-http,8G,98.83,4.35,370,0.04769
17,Renaissance,G1,fj-kmeans,1G,97.28,7.76,285,0.03595
17,Renaissance,G1,fj-kmeans,2G,97.85,6.4,298,0.04514
17,Renaissance,G1,fj-kmeans,4G,98.6,4.32,308,0.04525
17,Renaissance,G1,fj-kmeans,8G,98.07,5.04,261,0.0942
17,Renaissance,G1,future-genetics,1G,99.27,1.11,152,0.00958
17,Renaissance,G1,future-genetics,2G,99.18,1.27,155,0.01293
17,Renaissance,G1,future-genetics,4G,98.89,1.77,160,0.02254
17,Renaissance,G1,future-genetics,8G,98.34,2.66,160,0.03138
17,Renaissance,G1,gauss-mix,1G,95.7,3.1,72,0.03158
17,Renaissance,G1,gauss-mix,2G,95.11,3.27,66,0.0354
17,Renaissance,G1,gauss-mix,4G,94.49,3.85,69,0.04329
17,Renaissance,G1,gauss-mix,8G,93.26,4.78,70,0.0521
17,Renaissance,G1,log-regression,1G,95.43,7.59,166,0.06653
17,Renaissance,G1,log-regression,2G,95.79,6.85,162,0.06356
17,Renaissance,G1,log-regression,4G,95.89,6.7,162,0.075
17,Renaissance,G1,log-regression,8G,95.22,7.74,161,0.08638
17,Renaissance,G1,mnemonics,1G,97.68,7.42,319,0.042
17,Renaissance,G1,mnemonics,2G,98.5,4.6,306,0.0399
17,Renaissance,G1,mnemonics,4G,99.01,3.1,312,0.03071
17,Renaissance,G1,mnemonics,8G,98.88,3.5,311,0.0304
17,Renaissance,G1,movie-lens,1G,99.66,13,3769,0.05108
17,Renaissance,G1,movie-lens,2G,99.74,9.76,3764,0.05446
17,Renaissance,G1,movie-lens,4G,99.77,8.58,3764,0.06332
17,Renaissance,G1,movie-lens,8G,99.77,8.72,3755,0.08502
17,Renaissance,G1,na?ve-bayes,1G,88.31,88.9,760,0.06175
17,Renaissance,G1,na?ve-bayes,2G,88.1,72.86,612,0.0657
17,Renaissance,G1,na?ve-bayes,4G,95.91,7.05,172,0.06621
17,Renaissance,G1,na?ve-bayes,8G,95.16,7.37,152,0.0763
17,Renaissance,G1,neo4j-analytics,1G,90.96,1.13,12,0.21454
17,Renaissance,G1,neo4j-analytics,2G,95.33,7.79,166,0.17399
17,Renaissance,G1,neo4j-analytics,4G,95.49,7.64,169,0.16038
17,Renaissance,G1,neo4j-analytics,8G,95.63,7.5,171,0.15908
17,Renaissance,G1,page-rank,1G,81.21,109.23,581,0.27043
17,Renaissance,G1,page-rank,2G,79.45,105.34,512,0.27984
17,Renaissance,G1,page-rank,4G,81.86,92.57,510,0.5534
17,Renaissance,G1,page-rank,8G,85.11,73.4,492,0.91634
17,Renaissance,G1,par-mnemonics,1G,96.28,10.64,286,0.0413
17,Renaissance,G1,par-mnemonics,2G,98.6,4.6,328,0.04423
17,Renaissance,G1,par-mnemonics,4G,99.04,3.24,336,0.03221
17,Renaissance,G1,par-mnemonics,8G,98.89,3.59,324,0.0445
17,Renaissance,G1,philosophers,1G,99.06,1.88,199,0.01166
17,Renaissance,G1,philosophers,2G,98.79,1.98,163,0.01494
17,Renaissance,G1,philosophers,4G,98.88,2.02,180,0.02202
17,Renaissance,G1,philosophers,8G,98.11,2.96,156,0.04546
17,Renaissance,G1,reactors,1G,90.57,89.46,948,0.2297
17,Renaissance,G1,reactors,2G,91.37,77.09,892,0.29426
17,Renaissance,G1,reactors,4G,96.05,34.43,872,0.36091
17,Renaissance,G1,reactors,8G,97.57,20.55,846,0.28088
17,Renaissance,G1,rx-scrabble,1G,85.02,1.68,11,0.01986
17,Renaissance,G1,rx-scrabble,2G,82.39,1.97,11,0.02404
17,Renaissance,G1,rx-scrabble,4G,79.58,2.39,11,0.02982
17,Renaissance,G1,rx-scrabble,8G,73.43,3.26,12,0.0378
17,Renaissance,G1,scala-doku,1G,97.85,5.33,247,0.01856
